l.c,l.m,m.c,m.m,diffusion
0.439212451108186,-0.0186696199755536,-446.608646185554,-151.717550309139,8.58227858771277
0.460656283088458,0.0203625765490806,-35.8298140146499,2.72516169496964,28.7080109619015
0.439212451108186,-0.0186696199755536,-446.608646185554,-151.717550309139,8.58227858771277
0.643679821428801,-0.0146495321930496,-2317551.62744247,-282422.304135903,51.1849963718962
0.591385746091648,-0.0223281986939716,-1917.49049172177,-634.941602458586,11.7427753762319
0.314399080491567,-0.0150890495263011,-635.69456651346,-215.951718247741,5.7152697577319
0.422222677740151,-0.0183353281165909,-517.678425886073,-180.537630410609,8.06371153122705
0.556985440726881,-0.0216751490539617,-625673.653037461,-192353.466298304,11.0298455551795
0.484913386799911,-0.0204253740601882,-1375.95232568283,-467.423714164578,8.83364667179505
0.360937448943832,-0.0178815894865609,-448.499495621919,-186.109310266102,5.08420915432268
0.341310927216685,0.0264491007591648,-0.898213919196237,0.133235418166584,15.0237238790504
0.499852495103053,-0.0224098994850587,-1236.47249580011,-497.351323579853,7.4263800350352
0.494109956543837,-0.0218297925768754,-1567.24676203894,-611.637571100184,7.7104326036063
0.52629104174773,-0.020447724520325,-937352.293183413,-275576.364794694,11.0432313103193
0.415344613990342,-0.0186971503664614,-1033.45909136341,-380.661883676199,7.23536308666633
0.512011930340754,-0.012650601858389,-1481836.99622066,-232427.012034393,26.2657295062656
0.541946430332045,-0.0213170368386863,-366.881837457067,-127.946591745338,10.6814415945933
0.456998036579783,-0.0199126921006855,-1020.95446890722,-338.070162364752,8.08945445526502
0.532716986156759,-0.0214875556911493,-826370.260491086,-266848.78981206,9.99630553989154
0.26467748479923,0.0257290051873968,-2.3359206392696,0.267743175010331,12.5357690548791
0.606112798684225,-0.021774646051529,-1209.50195938507,-363.760525630493,13.2880846446219
0.59175166765194,-0.0222989420444717,-974131.22322611,-286195.542816528,11.9069150402009
0.341184844752493,0.0295354363070689,-1.56554516700292,0.207383392699069,13.6810088813847
0.558739906371829,-0.024421084060486,-603964.61485667,-242559.840748478,8.01066820312132
0.488369041316887,-0.0220923669839419,-505956.771566859,-209913.228715131,7.02358091969657
0.473602697229419,0.0258684447614747,-4.33696152044343,0.45902704283834,22.1512991130477
0.309592761077735,0.0272515713373535,-1.82861549028681,0.227495717049032,13.9431662494389
0.421020102665991,-0.0188209449570444,-723.538839159811,-259.225084849089,7.50894034905485
0.315321252548387,0.0155691833749521,-7546.40236221572,465.882998970217,25.9618970705744
0.570698030170522,-0.0207971313728142,-497.874830302541,-156.935959620563,12.6999784327991
0.456809668856976,-0.0191235827897042,-200.867464483716,-68.2367305046839,9.21604019751242
0.361629874607118,0.0279807866464889,-0.968852978965637,0.143713817406516,15.054911296035
0.315241257021647,0.0231977161038708,-2.56303556937309,0.283828710573653,16.4332461409846
0.540600652412429,-0.0123034548006461,-14154.9016119769,-1678.19708610745,44.8674780296781
0.529344374155703,-0.0203303337951768,-1058283.15219164,-304278.308359677,11.3072078660576
0.482943806639036,-0.0194070207233286,-433547.752840457,-130381.560881296,10.1085528614498
0.563579912290412,-0.0209722104796416,-2170.8582723095,-638.251208301723,12.2393260887856
0.31162136686652,0.0266926837409633,-2.2099109740407,0.2657447898218,14.3140503178517
0.311170186815858,0.0242354558898068,-3.34842584492207,0.359475258385005,15.9477795782724
0.49515204562711,-0.0217887812568948,-336.049380304409,-135.170482456295,7.75941008198805
0.482679352706695,-0.0204575114700847,-928.8067352001,-323.916742799273,8.6576240439974
0.655127712656009,-0.0271893533300342,-735.623948594663,-305.256703366223,9.50585325798311
0.361364272085504,0.0262712440503687,-2.0439582207072,0.252596785528542,16.4227885470245
0.277670552502521,0.0168732651865699,-12.1837017642271,0.989846270605642,20.9440031226635
0.402109482571202,-0.018317307884943,-355.472704971304,-130.932990047155,6.91215894479044
0.502428548418582,-0.0215244022571,-270.868013137311,-102.654463152574,8.53106277625571
0.432969605760358,-0.0201146523855386,-966.278100764471,-377.102271570539,6.53687322344157
0.53918428913001,-0.0216593500652864,-331.125532801284,-118.633291098091,10.0579794238597
0.526282607554798,-0.021114906169572,-1382.1713612,-457.680564756337,10.0653005663764
0.424375074234044,-0.0207279064559038,-418463.766557398,-191834.824489141,5.27692868855223
0.552903801884484,-0.0246264243562931,-431244.824506955,-173457.824410745,7.74971476406298
0.346827714730205,-0.0161027822675216,-1115.47484668372,-399.645316140152,6.2473385052822
0.399112959086677,0.0273070404293024,-3.66888698291863,0.406319243962219,17.0478175425335
0.594030144807282,-0.0240593851189218,-999.950187127543,-368.319284641735,9.97914899327811
0.384870505504893,-0.0189851792798449,-528641.181247825,-206267.433263363,5.19937745423002
0.485243790783741,-0.0196749890008621,-586.950884024836,-185.013793356782,10.0494612936489
0.56498531810196,-0.0224847993395308,-522.827980046857,-192.57687254248,10.3415264771538
0.442395513573277,-0.0204029695310121,-553312.745157375,-222532.520652265,6.58375122739767
0.560697951082018,-0.0230607082637146,-711.517422492257,-269.653198733715,9.49631430043227
0.606898257116721,-0.0240891455044447,-659.287051550527,-242.839283613923,10.4047651553523
0.485870679681926,-0.0177900229887656,-336.457209228362,-94.6758524594722,12.5111921454635
0.486248498092768,-0.0191596200483911,-784.157713254605,-241.373361013249,10.5620258555478
0.421919058975763,0.0275936240499889,-3.32586443496394,0.377548026081167,18.6292448207509
0.494298087980151,-0.0226664188725074,-287043.883017412,-119112.605555452,6.79018329370298
0.357037328114422,0.0229124585110079,-3.08634923325904,0.327960549872837,18.6755318342969
0.391872276025744,0.0233062322266834,-5.07512898489097,0.502633103436771,20.8486980942562
0.412902242691801,-0.0173890017480201,-302.360857146298,-95.3076726518537,8.9972306273522
0.456897981935038,-0.0195770852943042,-835127.079174621,-263127.939501223,8.38541094489434
0.6569847711773,-0.0253305928947463,-911656.575933677,-326247.355260763,11.3020218626098
0.354429776661585,0.0125152034961059,-12.5727216801438,0.924560043118501,38.1004533859247
0.356004313578177,0.0252063763707157,-3.45259291110284,0.376540127737197,17.2168950658712
0.329531340354202,0.0206630271048419,-6.22163929331108,0.56891536635907,19.9713692477296
0.513970890494603,-0.0198934970237655,-1386.93625838163,-426.916001923086,11.0697006672361
0.494989565769283,-0.0230549309820811,-716.5476810993,-328.53060137877,6.45059602962868
0.484133330867579,-0.0201161433395148,-654.915996022136,-234.63722322698,9.19979027840409
0.532300998093734,-0.0238619574862877,-1473.07814380715,-592.522149782439,7.48338890769677
0.63018411988653,-0.0234974564007579,-586.014890171551,-204.369809223447,12.2135154409497
0.40532239152435,-0.0190123838189466,-374554.028698416,-141935.335306248,6.29500489947275
0.254371013741182,0.0247822581516618,-1.62729721904222,0.198746331984889,12.6047785613443
0.324776672702202,0.0232065051327061,-3.20407137069311,0.340469923379417,17.1763814806114
0.433544992472768,-0.0200362993573062,-734.109416332091,-278.215168247843,6.70711176763559
0.541461790911495,-0.0212070722894552,-471.483704863016,-164.427404004189,10.8085931439589
0.518678683799347,-0.0217055057509515,-967.841417860973,-346.752102615641,9.0340833290337
0.250656307321179,0.0252741310067095,-1.31604112310204,0.170183172118544,12.0081534491864
0.333481565274621,0.0241674565287362,-1.34913864358643,0.173304689987063,16.2688995764811
0.450034528956241,-0.0193321679642611,-853853.074506184,-269139.346768621,8.37153866979253
0.535836445174621,-0.0233785456385244,-1307.93976730778,-526.09783692637,8.0540028186017
0.334270851208229,0.0249009766899258,-4.3675491198848,0.440581875145053,16.5934570436675
0.665984663795642,-0.024074562979658,-935145.188189983,-281053.626108239,13.5503825843965
0.429852481210317,-0.0200553659140149,-1250.55580042572,-518.934309390598,6.36614282448324
0.493794642750058,-0.019414212915738,-1320.3440878649,-388.192201162311,10.7311870900394
0.547823892252903,-0.0206223758307035,-2098345.61661941,-590190.16788482,12.150305849034
0.541628675373679,-0.0207228350594131,-805377.704250217,-236771.031398305,11.4902719355441
0.303959974779204,0.028310014326474,-1.89241869173923,0.238675120270576,12.9560548428545
0.440103902460456,-0.018581356016765,-609028.112206849,-183142.468870326,8.83291588870414
0.416704758815819,-0.0174575378326023,-269.882577110456,-87.16546925452,8.90070279467709
0.514517012340073,-0.0227449160725534,-731.906779057598,-294.397784477098,7.706941410506
0.430111885848644,-0.0186868151005851,-796.124460446734,-263.621388918182,8.13305828428258
0.458509733549287,-0.0203609453441042,-423.703581054163,-165.355561012527,7.53381049908321
0.344999074293296,0.023701029153174,-4.02176587809039,0.40940055158108,18.0491992818106
0.467396045761129,-0.0194033931693184,-530901.51238423,-163371.526726677,9.2094464179392
